"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q1",0.999471184894282,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q2",0.997507059498336,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q3",1.00411618490306,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q4",0.998904138127241,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q1",1.00396397039975,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q2",1.00894399173193,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q3",1.00878776636428,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q4",1.01648620993244,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q1",1.01351039927486,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q2",1.00903668249762,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q3",1.01036698503503,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q4",1.00974573435326,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q1",1.01160795692095,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q2",1.01416375902728,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q3",1.01239648769082,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q4",1.01114299619478,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q1",1.00890673678889,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q2",1.00602028316317,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q3",1.00659099152689,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q4",1.01330184501606,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q1",1.00368990600952,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q2",0.983424229377571,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q3",0.995393943712514,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q4",1.01165336812446,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q1",1.00780028199639,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q2",1.0134760244119,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q3",1.01827985697359,
"AUS","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q4",1.02245099731491,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q1",0.997138392282655,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q2",1.0012029604331,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q3",1.00001426800837,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q4",1.00162760991561,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q1",0.999484913149562,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q2",1.00144362242038,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q3",0.99866307836402,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q4",1.00090576274876,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q1",1.00390463670261,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q2",1.00036679115205,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q3",0.997074493624997,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q4",1.00129640894948,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q1",1.00145140750454,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q2",1.00247699200458,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q3",1.00310527767848,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q4",1.00818617885393,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q1",1.00533831201775,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q2",1.00494608304804,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q3",1.00574076174266,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q4",1.0077178216805,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q1",0.976629549916825,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q2",0.866762942175143,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q3",0.966995037837387,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q4",0.960681883559141,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q1",0.968909798134954,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q2",0.975490556271781,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q3",1.00731455444543,
"BEL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q4",1.01646800045427,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q1",1.00249457463699,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q2",0.998729143439794,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q3",0.998868938742725,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q4",0.99991403853025,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q1",1.00499081940836,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q2",0.997575052392185,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q3",1.0054571730383,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q4",1.00523944623846,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q1",1.00937730425529,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q2",1.01517448994611,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q3",1.01440253114956,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q4",1.01288409772016,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q1",1.01799963104819,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q2",1.02231944346919,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q3",1.02481431673071,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q4",1.02149564449702,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q1",1.01460924492032,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q2",1.01833933667812,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q3",1.0201643909882,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q4",1.01970940459976,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q1",1.01427093802336,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q2",1.01331377891348,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q3",1.01717260033895,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q4",1.01647870571323,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q1",1.03008737965868,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q2",1.03050099122151,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q3",1.03259035586194,
"CAN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q4",1.03842657502325,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q1",0.987647991806437,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q2",0.995276387426895,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q3",1.00620614080676,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q4",1.0107656368372,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q1",1.00552913151523,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q2",1.00380487370193,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q3",1.01040506987481,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q4",1.01390460294221,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q1",1.02745669389628,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q2",1.05010169820151,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q3",1.04921389676496,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q4",1.05809206648311,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q1",1.06066294599934,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q2",1.060730343054,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q3",1.06855350886048,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q4",1.07138634646748,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q1",1.07658474801273,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q2",1.08231566779481,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q3",1.09026526877366,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q4",1.09677309299022,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q1",1.06278082272229,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q2",0.985372787889225,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q3",1.0512685605769,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q4",1.06357901407696,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q1",1.06158213362842,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q2",1.07256079679606,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q3",1.09750704404459,
"CZE","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q4",1.11063637510543,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q1",0.988760164660785,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q2",1.00249324473065,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q3",1.00070972549836,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q4",1.00803518251234,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q1",1.01717864408613,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q2",1.01677855440101,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q3",1.02602238710628,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q4",1.03396817109311,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q1",1.03940721733323,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q2",1.04587905130121,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q3",1.04680947035754,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q4",1.0486972561969,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q1",1.04372929639165,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q2",1.03410050266929,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q3",1.02937498191885,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q4",1.02491045657602,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q1",1.02955362983807,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q2",1.03093378794542,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q3",1.02928868814629,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q4",1.02124779354566,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q1",1.01765087530847,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q2",0.99854061495616,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q3",1.02139903296693,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q4",1.01936287412436,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q1",1.0185282733136,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q2",1.02738229829929,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q3",1.04027100830868,
"FIN","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q4",1.04333958197558,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q1",0.99985986399127,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q2",0.998684333032867,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q3",1.00083397387913,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q4",1.00061903481166,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q1",1.00610735571492,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q2",1.0019383788106,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q3",1.0018076217803,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q4",1.0053476191042,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q1",1.01056975648703,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q2",1.01445562747819,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q3",1.01826041115828,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q4",1.02297807752678,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q1",1.02185986089348,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q2",1.02299842182091,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q3",1.02484175153545,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q4",1.02860178810878,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q1",1.02995705188023,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q2",1.02886463712163,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q3",1.02795080449582,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q4",1.02290057707934,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q1",0.964930318071101,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q2",0.857957892623754,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q3",1.00346421968773,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q4",0.986559978573042,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q1",0.988196482165976,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q2",0.99345648634446,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q3",1.01833246800736,
"FRA","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q4",1.02883314602783,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q1",0.99647662507128,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q2",0.999891748595839,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q3",1.0009713605773,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q4",1.00262756328246,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q1",1.00878265355346,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q2",1.00922642320494,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q3",1.00857874565563,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q4",1.00860007334313,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q1",1.01795431744083,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q2",1.02081956115112,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q3",1.02604590657617,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q4",1.03135595223831,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q1",1.02493635141688,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q2",1.02648218405482,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q3",1.02042434479103,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q4",1.02142791818988,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q1",1.02447452003305,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q2",1.01726666601559,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q3",1.02009776615765,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q4",1.0192544747863,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q1",0.998784434624498,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q2",0.915026950708951,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q3",0.996004820433708,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q4",1.00040707211646,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q1",0.984461917453886,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q2",1.0023897569079,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q3",1.02328175132038,
"DEU","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q4",1.03303864928226,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q1",0.967863526057421,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q2",1.01016923857327,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q3",1.01087515710535,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q4",1.01052826668376,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q1",0.964343267446375,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q2",1.01944334447698,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q3",1.03384273852022,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q4",1.06311668044368,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q1",1.02175264925796,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q2",1.04840768406763,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q3",1.05944842624703,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q4",1.08176046866712,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q1",1.08282323172146,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q2",1.07672370301704,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q3",1.06977350772956,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q4",1.10207675731555,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q1",1.10148142169588,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q2",1.08214221442425,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q3",1.08648548757551,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q4",1.13094725137189,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q1",1.06640135223765,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q2",1.02617363398844,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q3",1.02989499325056,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2020-Q4",1.11240575817705,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q1",1.09718916341723,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q2",1.09369612411121,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q3",1.09420704970386,
"ISL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2021-Q4",1.0983463943776,
"IRL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q1",1.00951345818544,
"IRL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q2",0.980194037022156,
"IRL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q3",0.996004071978757,
"IRL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2015-Q4",1.01420385914438,
"IRL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q1",0.956527113732716,
"IRL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q2",0.961744899709968,
"IRL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q3",0.940798448128281,
"IRL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2016-Q4",1.07232678180466,
"IRL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q1",0.997132419193742,
"IRL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q2",1.01603023059345,
"IRL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q3",1.06002667975194,
"IRL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2017-Q4",1.10267717515599,
"IRL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q1",1.08686010402564,
"IRL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q2",1.10585263451425,
"IRL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q3",1.10303836550893,
"IRL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2018-Q4",1.11591318435025,
"IRL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q1",1.09464713273293,
"IRL","GDPHRWKDFORECAST","TOT","IDX2015","Q","2019-Q2",1.14857421932418,
